0,33.8811
10,32.72198
20,31.39279
30,31.8017
40,30.84879
50,30.6994
60,30.25278
70,29.44
80,28.61633
90,28.25256
100,27.43884
110,26.63132
120,26.27426
130,25.82938
140,25.38608
150,25.0325
160,24.50382
170,24.18161
180,24.18161
190,24.06464
200,23.53919
210,23.53919
220,23.71414
230,23.71414
240,23.45175
250,23.10251
260,23.27707
270,22.43488
280,21.36496
290,21.27841
300,21.45157
310,21.36496
320,21.36496
330,20.93243
340,21.0477
350,20.67316
360,20.58679
370,20.24152
380,20.32779
390,20.06897
400,20.06897
410,20.24152
420,19.6666
430,19.6666
440,19.6666
450,18.79376
460,19.13818
470,19.0004
480,19.06931
490,18.65604
500,19.06931
510,18.93152
520,17.3132
530,18.58716
540,16.91135
550,18.26004
560,18.17401
570,18.34613
580,18.00183
590,18.00183
600,17.71494
