0,21.27841
10,21.36496
20,20.93243
30,20.67316
40,20.58679
50,20.32779
60,20.15524
70,20.32779
80,19.6666
90,19.78152
100,19.43683
110,19.6666
120,19.0004
130,19.32193
140,19.43683
150,18.65604
160,19.32193
170,19.43683
180,18.86261
190,19.13818
200,18.79376
210,17.02615
220,18.65604
230,18.86261
240,18.72488
250,18.93152
260,18.58716
270,18.86261
280,17.91577
290,18.65604
300,18.93152
310,18.17401
320,18.65604
330,18.93152
340,18.58716
350,18.93152
360,18.34613
370,18.79376
380,18.79376
390,18.58716
400,18.72488
410,18.65604
420,18.72488
430,18.51831
440,18.65604
450,18.26004
460,18.72488
470,18.58716
480,18.08789
490,18.93152
500,18.17401
510,18.43219
520,18.72488
530,18.93152
540,17.91577
550,18.58716
560,18.93152
570,17.91577
580,18.72488
590,18.58716
600,18.34613
