0,20.32779
10,20.41412
20,19.78152
30,20.06897
40,20.06897
50,19.98273
60,20.41412
70,19.89648
80,19.55167
90,19.55167
100,19.43683
110,19.06931
120,19.55167
130,19.6666
140,19.43683
150,19.43683
160,19.13818
170,19.43683
180,19.78152
190,19.6666
200,19.20709
210,19.13818
220,19.0004
230,19.0004
240,19.0004
250,19.13818
260,19.43683
270,19.0004
280,19.06931
290,19.0004
300,19.20709
310,19.20709
320,19.0004
330,18.93152
340,18.93152
350,18.93152
360,19.06931
370,18.86261
380,18.86261
390,18.86261
400,18.93152
410,18.79376
420,18.17401
430,18.72488
440,18.72488
450,18.51831
460,18.08789
470,18.65604
480,18.72488
490,18.65604
500,18.79376
510,18.72488
520,18.58716
530,18.65604
540,18.65604
550,18.58716
560,18.86261
570,18.72488
580,18.72488
590,18.65604
600,18.51831
