0,21.62482
10,21.36496
20,21.36496
30,20.93243
40,21.0477
50,20.67316
60,20.32779
70,20.06897
80,19.98273
90,19.78152
100,19.98273
110,19.43683
120,19.06931
130,19.20709
140,20.06897
150,19.89648
160,18.86261
170,19.06931
180,19.98273
190,19.32193
200,19.43683
210,18.93152
220,20.41412
230,19.06931
240,19.13818
250,19.06931
260,19.06931
270,19.43683
280,18.79376
290,18.79376
300,19.0004
310,19.06931
320,19.0004
330,19.0004
340,18.79376
350,18.86261
360,19.0004
370,18.65604
380,18.93152
390,18.79376
400,18.65604
410,18.86261
420,18.79376
430,18.17401
440,18.86261
450,18.43219
460,18.79376
470,18.79376
480,19.13818
490,18.86261
500,18.58716
510,19.0004
520,18.93152
530,18.58716
540,19.13818
550,18.72488
560,19.0004
570,18.51831
580,18.93152
590,18.26004
600,18.86261
