0,21.85596
10,21.27841
20,20.93243
30,20.75958
40,20.58679
50,21.27841
60,20.24152
70,20.06897
80,20.06897
90,19.78152
100,20.15524
110,19.6666
120,20.15524
130,18.93152
140,19.13818
150,18.72488
160,19.0004
170,18.86261
180,18.86261
190,18.51831
200,18.86261
210,18.65604
220,18.26004
230,18.65604
240,18.34613
250,18.08789
260,18.08789
270,18.00183
280,17.91577
290,18.00183
300,17.71494
310,18.08789
320,16.91135
330,18.08789
340,18.00183
350,18.00183
360,18.00183
370,18.43219
380,18.08789
390,17.71494
400,17.91577
410,17.82971
420,18.17401
430,18.34613
440,17.71494
450,17.82971
460,17.91577
470,18.17401
480,18.17401
490,18.17401
500,18.17401
510,18.26004
520,18.08789
530,18.34613
540,17.82971
550,18.17401
560,18.43219
570,17.82971
580,17.91577
590,17.82971
600,18.00183
