0,27.13907
10,25.82938
20,25.2092
30,24.76794
40,24.29871
50,24.29871
60,23.62662
70,23.53919
80,24.29871
90,22.89908
100,23.01532
110,23.53919
120,22.43488
130,22.23209
140,22.31897
150,23.18976
160,21.97162
170,22.43488
180,22.23209
190,21.97162
200,22.05841
210,21.74036
220,21.62482
230,22.89908
240,21.45157
250,20.41412
260,19.89648
270,20.06897
280,18.43219
290,20.67316
300,19.32193
310,19.0004
320,19.06931
330,17.39926
340,19.06931
350,18.34613
360,18.43219
370,18.26004
380,17.82971
390,18.17401
400,17.91577
410,18.08789
420,18.08789
430,17.91577
440,17.48538
450,17.60016
460,16.45181
470,16.79648
480,17.39926
490,17.02615
500,17.48538
510,16.36563
520,16.91135
530,16.68161
540,16.68161
550,16.27939
560,16.68161
570,17.22711
580,15.87686
590,16.56674
600,16.27939
