0,21.74036
10,21.45157
20,21.27841
30,20.84598
40,20.84598
50,20.58679
60,20.58679
70,20.32779
80,20.06897
90,20.15524
100,20.06897
110,20.06897
120,19.98273
130,19.78152
140,19.89648
150,19.98273
160,19.89648
170,20.15524
180,19.6666
190,19.43683
200,19.98273
210,18.79376
220,19.13818
230,18.72488
240,19.20709
250,19.32193
260,19.13818
270,19.0004
280,19.06931
290,19.20709
300,19.13818
310,19.20709
320,19.43683
330,19.43683
340,18.51831
350,19.13818
360,19.32193
370,19.55167
380,18.79376
390,18.93152
400,19.55167
410,19.13818
420,18.51831
430,19.0004
440,19.32193
450,19.32193
460,18.93152
470,19.32193
480,19.20709
490,19.43683
500,19.6666
510,18.72488
520,18.58716
530,18.93152
540,18.58716
550,18.79376
560,18.86261
570,19.13818
580,18.86261
590,18.86261
600,18.65604
