0,22.31897
10,22.31897
20,22.05841
30,22.23209
40,22.55081
50,22.66684
60,22.43488
70,22.43488
80,22.43488
90,21.27841
100,22.66684
110,21.45157
120,21.36496
130,21.27841
140,20.84598
150,19.98273
160,19.98273
170,20.15524
180,20.06897
190,19.78152
200,19.6666
210,19.06931
220,19.55167
230,19.43683
240,19.98273
250,19.43683
260,18.79376
270,18.93152
280,19.98273
290,19.13818
300,18.72488
310,19.20709
320,19.43683
330,19.0004
340,19.32193
350,19.32193
360,18.79376
370,18.86261
380,18.79376
390,18.79376
400,19.06931
410,18.86261
420,18.34613
430,18.93152
440,18.34613
450,18.86261
460,18.79376
470,19.13818
480,18.86261
490,18.72488
500,18.79376
510,18.65604
520,18.51831
530,18.86261
540,19.6666
550,19.13818
560,18.43219
570,18.65604
580,18.43219
590,18.79376
600,18.58716
610,18.72488
620,18.65604
630,18.65604
640,18.93152
650,18.51831
660,18.43219
670,18.43219
680,18.51831
690,17.82971
700,18.34613
710,18.17401
720,18.72488
730,18.79376
740,18.51831
750,18.08789
760,18.34613
770,18.17401
780,18.34613
790,18.86261
800,18.58716
810,18.65604
820,18.43219
830,18.43219
840,18.08789
850,18.43219
860,18.79376
870,18.86261
880,18.72488
890,18.43219
900,18.51831
910,18.26004
920,18.34613
930,18.26004
940,18.34613
950,18.34613
960,18.79376
970,18.00183
980,18.26004
990,18.43219
1000,18.43219
1010,18.34613
1020,18.26004
1030,18.34613
1040,18.26004
1050,18.17401
1060,18.43219
1070,18.17401
1080,17.82971
1090,18.17401
1100,18.43219
1110,18.51831
1120,18.34613
1130,17.91577
1140,18.26004
1150,18.17401
1160,18.17401
1170,18.34613
1180,17.91577
1190,18.34613
1200,18.17401
